symbol,name,country
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States
MVIS,MicroVision Inc. Common Stock,United States
MVO,MV Oil Trust Units of Beneficial Interests,United States
MVST,Microvast Holdings Inc. Common Stock,United States
MVSTW,Microvast Holdings Inc. Warrants,United States
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States
MWA,MUELLER WATER PRODUCTS Common Stock,United States
MXC,Mexco Energy Corporation Common Stock,United States
MXCT,MaxCyte Inc. Common Stock,United States
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States
MXF,Mexico Fund Inc. (The) Common Stock,United States
MXL,MaxLinear Inc. Common Stock,United States
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States
MYE,Myers Industries Inc. Common Stock,United States
MYFW,First Western Financial Inc. Common Stock,United States
MYGN,Myriad Genetics Inc. Common Stock,United States
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States
MYO,Myomo Inc. Common Stock,United States
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States
MYPSW,PLAYSTUDIOS Inc. Warrant,United States
MYRG,MYR Group Inc. Common Stock,United States
NABL,N-able Inc. Common Stock,United States
NAC,Nuveen California Quality Municipal Income Fund,United States
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States
NAII,Natural Alternatives International Inc. Common Stock,United States
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States
NAOV,NanoVibronix Inc. Common Stock,United States
NATH,Nathan's Famous Inc. Common Stock,United States
NATL,NCR Atleos Corporation Common Stock,United States
NATR,Nature's Sunshine Products Inc. Common Stock,United States
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States
NAVI,Navient Corporation Common Stock,United States
NAYA,NAYA Biosciences Inc. Common Stock,United States
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States
NB,NioCorp Developments Ltd. Common Stock,United States
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States
NBBK,NB Bancorp Inc. Common Stock,United States
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States
NBHC,National Bank Holdings Corporation Common Stock,United States
NBIX,Neurocrine Biosciences Inc. Common Stock,United States
NBN,Northeast Bank Common Stock,United States
NBTB,NBT Bancorp Inc. Common Stock,United States
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,United States
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States
NC,NACCO Industries Inc. Common Stock,United States
NCA,Nuveen California Municipal Value Fund,United States
NCIQ,Hashdex Nasdaq Crypto Index US ETF,United States
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States
NCMI,National CineMedia Inc. Common Stock,United States
NCNO,nCino Inc. Common Stock,United States
NCPL,Netcapital Inc. Common Stock,United States
NCPLW,Netcapital Inc. Warrants,United States
NCSM,NCS Multistage Holdings Inc. Common Stock,United States
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States
NDAQ,Nasdaq Inc. Common Stock,United States
NDLS,Noodles & Company Class A Common Stock,United States
NDRA,ENDRA Life Sciences Inc. Common Stock,United States
NDSN,Nordson Corporation Common Stock,United States
NE,Noble Corporation plc A Ordinary Shares,United States
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States
NECB,NorthEast Community Bancorp Inc. Common Stock,United States
NEE,NextEra Energy Inc. Common Stock,United States
NEHC,New Era Helium Inc Common Stock,United States
NEHCW,New Era Helium Inc Warrants,United States
NEM,Newmont Corporation,United States
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States
NEO,NeoGenomics Inc. Common Stock,United States
NEOG,Neogen Corporation Common Stock,United States
NEOV,NeoVolta Inc. Common Stock,United States
NEOVW,NeoVolta Inc. Warrant,United States
NEPH,Nephros Inc. Common Stock,United States
NERV,Minerva Neurosciences Inc Common Stock,United States
NESR,National Energy Services Reunited Corp Ordinary Shares,United States
NESRW,National Energy Services Reunited Corp Warrants,United States
NET,Cloudflare Inc. Class A Common Stock,United States
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,United States
NETDU,Nabors Energy Transition Corp. II Unit,United States
NETDW,Nabors Energy Transition Corp. II Warrant,United States
NEU,NewMarket Corp Common Stock,United States
NEUE,NeueHealth Inc. Common Stock,United States
NEUP,Neuphoria Therapeutics Inc. Common Stock,United States
NEWT,NewtekOne Inc. Common Stock,United States
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,United States
NEWTH,NewtekOne Inc. 8.625% Fixed Rate Senior Notes due 2029,United States
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,United States
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,United States
NEXT,NextDecade Corporation Common Stock,United States
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States
NFE,New Fortress Energy Inc. Class A Common Stock,United States
NFG,National Fuel Gas Company Common Stock,United States
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States
NFLX,Netflix Inc. Common Stock,United States
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States
NGS,Natural Gas Services Group Inc. Common Stock,United States
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States
NGVT,Ingevity Corporation Common Stock ,United States
NHC,National HealthCare Corporation Common Stock,United States
NHI,National Health Investors Inc. Common Stock,United States
NHICU,NewHold Investment Corp III Units,United States
NHS,Neuberger Berman High Yield Strategies Fund,United States
NHTC,Natural Health Trends Corp. Common Stock,United States
NI,NiSource Inc Common Stock,United States
NIC,Nicolet Bankshares Inc. Common Stock,United States
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States
NINE,Nine Energy Service Inc. Common Stock,United States
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,United States
NIOBW,NioCorp Developments Ltd. Warrant,United States
NIXX,Nixxy Inc. Common Stock,United States
NIXXW,Nixxy Inc. Warrant,United States
NJR,NewJersey Resources Corporation Common Stock,United States
NKE,Nike Inc. Common Stock,United States
NKGN,NKGen Biotech Inc. Common Stock,United States
NKGNW,NKGen Biotech Inc. Warrants,United States
NKSH,National Bankshares Inc. Common Stock,United States
NKTR,Nektar Therapeutics  Common Stock,United States
NKTX,Nkarta Inc. Common Stock,United States
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States
NL,NL Industries Inc. Common Stock,United States
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,United States
NLY,Annaly Capital Management Inc. Common Stock,United States
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,United States
NMFC,New Mountain Finance Corporation Common Stock,United States
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,United States
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States
NMIH,NMI Holdings Inc. Common Stock,United States
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,United States
NMRA,Neumora Therapeutics Inc. Common Stock,United States
NMRK,Newmark Group Inc. Class A Common Stock,United States
NMS,Nuveen Minnesota Quality Municipal Income Fund ,United States
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,United States
NMTC,NeuroOne Medical Technologies Corporation Common Stock,United States
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States
NN,NextNav Inc. Common Stock,United States
NNAVW,NextNav Inc. Warrant,United States
NNBR,NN Inc. Common Stock,United States
NNE,Nano Nuclear Energy Inc. Common Stock,United States
NNI,Nelnet Inc. Common Stock,United States
NNN,NNN REIT Inc. Common Stock,United States
NNVC,NanoViricides Inc. Common Stock,United States
NNY,Nuveen New York Municipal Value Fund Common Stock,United States
NOC,Northrop Grumman Corporation Common Stock,United States
NODK,NI Holdings Inc. Common Stock,United States
NOEM,CO2 Energy Transition Corp. Common Stock,United States
NOEMR,CO2 Energy Transition Corp. Right,United States
NOEMW,CO2 Energy Transition Corp. Warrant,United States
NOG,Northern Oil and Gas Inc. Common Stock,United States
NOM,Nuveen Missouri Quality Municipal Income Fund ,United States
NOTE,FiscalNote Holdings Inc. Class A common stock,United States
NOTV,Inotiv Inc. Common Stock,United States
NOV,NOV Inc. Common Stock,United States
NOVA,Sunnova Energy International Inc. Common Stock,United States
NOVT,Novanta Inc. Common Stock,United States
NOW,ServiceNow Inc. Common Stock,United States
NPCE,Neuropace Inc. Common Stock,United States
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,United States
NPK,National Presto Industries Inc. Common Stock,United States
NPKI,NPK International Inc. Common Stock,United States
NPO,Enpro Inc. Common Stock,United States
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States
NPWR,NET Power Inc. Class A Common Stock,United States
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States
NRC,National Research Corporation Common Stock (Delaware),United States
NRDS,NerdWallet Inc. Class A Common Stock,United States
NRDY,Nerdy Inc. Class A Common Stock,United States
NREF,NexPoint Real Estate Finance Inc. Common Stock,United States
NRG,NRG Energy Inc. Common Stock,United States
NRGV,Energy Vault Holdings Inc. Common Stock,United States
NRIM,Northrim BanCorp Inc Common Stock,United States
NRIX,Nurix Therapeutics Inc. Common stock,United States
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,United States
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,United States
NRP,Natural Resource Partners LP Limited Partnership,United States
NRT,North European Oil Royality Trust Common Stock,United States
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),United States
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States
NRXPW,NRX Pharmaceuticals Inc. Warrant,United States
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,United States
NSC,Norfolk Southern Corporation Common Stock,United States
NSIT,Insight Enterprises Inc. Common Stock,United States
NSP,Insperity Inc. Common Stock,United States
NSSC,NAPCO Security Technologies Inc. Common Stock,United States
NSTS,NSTS Bancorp Inc. Common Stock,United States
NSYS,Nortech Systems Incorporated Common Stock,United States
NTAP,NetApp Inc. Common Stock,United States
NTCT,NetScout Systems Inc. Common Stock,United States
NTGR,NETGEAR Inc. Common Stock,United States
NTIC,Northern Technologies International Corporation Common Stock,United States
NTIP,Network-1 Technologies Inc. Common Stock,United States
NTLA,Intellia Therapeutics Inc. Common Stock,United States
NTNX,Nutanix Inc. Class A Common Stock,United States
NTRA,Natera Inc. Common Stock,United States
NTRB,Nutriband Inc. Common Stock,United States
NTRBW,Nutriband Inc. Warrant,United States
NTRP,NextTrip Inc. Common Stock,United States
NTRS,Northern Trust Corporation Common Stock,United States
NTST,NetSTREIT Corp. Common Stock,United States
NTWK,NetSol Technologies Inc. Common  Stock,United States
NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,United States
NTWOU,Newbury Street II Acquisition Corp Unit,United States
NTWOW,Newbury Street II Acquisition Corp Warrant,United States
NUE,Nucor Corporation Common Stock,United States
NURO,NeuroMetrix Inc. Common Stock,United States
NUS,Nu Skin Enterprises Inc. Common Stock,United States
NUTX,Nutex Health Inc. Common Stock,United States
NUV,Nuveen Municipal Value Fund Inc. Common Stock,United States
NUVB,Nuvation Bio Inc. Class A Common Stock,United States
NUVL,Nuvalent Inc. Class A Common Stock,United States
NUW,Nuveen AMT-Free Municipal Value Fund,United States
NUWE,Nuwellis Inc. Common Stock,United States
NVAX,Novavax Inc. Common Stock,United States
NVCT,Nuvectis Pharma Inc. Common Stock,United States
NVDA,NVIDIA Corporation Common Stock,United States
NVEC,NVE Corporation Common Stock,United States
NVEE,NV5 Global Inc. Common Stock,United States
NVFY,Nova Lifestyle Inc. Common Stock,United States
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,United States
NVNO,enVVeno Medical Corporation Common Stock,United States
NVR,NVR Inc. Common Stock,United States
NVRI,Enviri Corporation Common Stock,United States
NVRO,Nevro Corp. Common Stock,United States
NVST,Envista Holdings Corporation Common Stock,United States
NVTS,Navitas Semiconductor Corporation Common Stock,United States
NWBI,Northwest Bancshares Inc. Common Stock,United States
NWE,NorthWestern Energy Group Inc. Common Stock,United States
NWFL,Norwood Financial Corp. Common Stock,United States
NWL,Newell Brands Inc. Common Stock,United States
NWN,Northwest Natural Holding Company Common Stock,United States
NWPX,Northwest Pipe Company Common Stock,United States
NWS,News Corporation Class B Common Stock,United States
NWSA,News Corporation Class A Common Stock,United States
NX,Quanex Building Products Corporation Common Stock,United States
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,United States
NXDT,NexPoint Diversified Real Estate Trust Common Stock,United States
NXGL,NexGel Inc Common Stock,United States
NXGLW,NexGel Inc Warrant,United States
NXJ,Nuveen New Jersey Qualified Municipal Fund ,United States
NXL,Nexalin Technology Inc. Common Stock,United States
NXLIW,Nexalin Technology Inc. Warrant,United States
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,United States
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,United States
NXPL,NextPlat Corp Common Stock,United States
NXPLW,NextPlat Corp Warrants,United States
NXRT,NexPoint Residential Trust Inc. Common Stock,United States
